loan_status,fico_range_low,fico_range_high,int_rate,dti,term,verification_status,grade,sub_grade,issue_d,annual_inc,purpose,default_flag,fico_mid,fico_bucket,int_rate_clean,int_rate_bucket,dti_bucket,term_numeric,issue_year
Charged Off,685,689,2424.00%,23.77,60 months,Source Verified,F,F3,Dec-2015,72000,debt_consolidation,1,687,650-699,0.2424,20%+,20-35%,60,2015
Fully Paid,660,664,1727.00%,23.03,36 months,Verified,D,D3,Dec-2015,120000,debt_consolidation,0,662,650-699,0.1727,15-20%,20-35%,36,2015
Current,675,679,1989.00%,6.47,60 months,Source Verified,E,E3,Dec-2015,96200,debt_consolidation,0,677,650-699,0.1989,15-20%,0-20%,60,2015
Charged Off,690,694,1797.00%,23.62,60 months,Verified,D,D4,Dec-2015,28832,debt_consolidation,1,692,650-699,0.1797,15-20%,20-35%,60,2015
Fully Paid,750,754,1199.00%,20.82,36 months,Not Verified,C,C1,Dec-2015,35000,debt_consolidation,0,752,750+,0.1199,10-15%,20-35%,36,2015
Fully Paid,685,689,699.00%,16.8,36 months,Not Verified,A,A3,Dec-2015,120000,credit_card,0,687,650-699,0.0699,<10%,0-20%,36,2015
Fully Paid,705,709,1948.00%,14.89,36 months,Source Verified,E,E2,Dec-2015,150000,other,0,707,700-749,0.1948,15-20%,0-20%,36,2015
Current,695,699,1948.00%,22.32,60 months,Verified,E,E2,Dec-2015,110000,debt_consolidation,0,697,650-699,0.1948,15-20%,20-35%,60,2015
Charged Off,690,694,1399.00%,30.96,36 months,Source Verified,C,C4,Dec-2015,55000,credit_card,1,692,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,765,769,532.00%,14.68,36 months,Not Verified,A,A1,Dec-2015,187000,debt_consolidation,0,767,750+,0.0532,<10%,0-20%,36,2015
Fully Paid,725,729,1148.00%,2.86,36 months,Verified,B,B5,Dec-2015,116300,debt_consolidation,0,727,700-749,0.1148,10-15%,0-20%,36,2015
Fully Paid,740,744,699.00%,20.73,36 months,Not Verified,A,A3,Dec-2015,120000,debt_consolidation,0,742,700-749,0.0699,<10%,20-35%,36,2015
Fully Paid,680,684,699.00%,5.56,36 months,Not Verified,A,A3,Dec-2015,73000,credit_card,0,682,650-699,0.0699,<10%,0-20%,36,2015
Current,705,709,1577.00%,18.32,60 months,Source Verified,D,D1,Dec-2015,120000,debt_consolidation,0,707,700-749,0.1577,15-20%,0-20%,60,2015
Charged Off,720,724,1577.00%,20.55,36 months,Verified,D,D1,Dec-2015,48000,debt_consolidation,1,722,700-749,0.1577,15-20%,20-35%,36,2015
Charged Off,675,679,1344.00%,15.29,36 months,Verified,C,C3,Dec-2015,53000,debt_consolidation,1,677,650-699,0.1344,10-15%,0-20%,36,2015
Fully Paid,665,669,1148.00%,13.83,36 months,Not Verified,B,B5,Dec-2015,110000,debt_consolidation,0,667,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,675,679,1797.00%,32.83,36 months,Verified,D,D4,Dec-2015,34000,home_improvement,0,677,650-699,0.1797,15-20%,20-35%,36,2015
Fully Paid,675,679,1899.00%,29.6,60 months,Source Verified,E,E1,Dec-2015,60000,credit_card,0,677,650-699,0.1899,15-20%,20-35%,60,2015
Charged Off,670,674,1078.00%,22.99,36 months,Source Verified,B,B4,Dec-2015,70000,credit_card,1,672,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,685,689,980.00%,30.04,36 months,Verified,B,B3,Dec-2015,31200,credit_card,0,687,650-699,0.098,<10%,20-35%,36,2015
Fully Paid,670,674,1148.00%,8.28,36 months,Source Verified,B,B5,Dec-2015,85000,home_improvement,0,672,650-699,0.1148,10-15%,0-20%,36,2015
Charged Off,700,704,1797.00%,30.95,60 months,Verified,D,D4,Dec-2015,45500,debt_consolidation,1,702,700-749,0.1797,15-20%,20-35%,60,2015
Fully Paid,660,664,1288.00%,30.45,36 months,Source Verified,C,C2,Dec-2015,45000,debt_consolidation,0,662,650-699,0.1288,10-15%,20-35%,36,2015
Fully Paid,700,704,791.00%,36.53,36 months,Source Verified,A,A5,Dec-2015,67000,debt_consolidation,0,702,700-749,0.0791,<10%,35-45%,36,2015
Fully Paid,690,694,1078.00%,17.2,36 months,Source Verified,B,B4,Dec-2015,85005,credit_card,0,692,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,680,684,1399.00%,19.74,36 months,Not Verified,C,C4,Dec-2015,80000,debt_consolidation,0,682,650-699,0.1399,10-15%,0-20%,36,2015
Fully Paid,680,684,1659.00%,20,60 months,Source Verified,D,D2,Dec-2015,100000,debt_consolidation,0,682,650-699,0.1659,15-20%,20-35%,60,2015
Charged Off,735,739,1399.00%,23.24,60 months,Not Verified,C,C4,Dec-2015,60000,debt_consolidation,1,737,700-749,0.1399,10-15%,20-35%,60,2015
Current,665,669,1989.00%,13.49,60 months,Source Verified,E,E3,Dec-2015,50000,debt_consolidation,0,667,650-699,0.1989,15-20%,0-20%,60,2015
Fully Paid,715,719,2245.00%,17.73,60 months,Source Verified,F,F1,Dec-2015,93000,debt_consolidation,0,717,700-749,0.2245,20%+,0-20%,60,2015
Fully Paid,660,664,1399.00%,20.31,36 months,Verified,C,C4,Dec-2015,50000,debt_consolidation,0,662,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,695,699,980.00%,4.96,36 months,Not Verified,B,B3,Dec-2015,52500,debt_consolidation,0,697,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,720,724,749.00%,9.82,36 months,Verified,A,A4,Dec-2015,130000,credit_card,0,722,700-749,0.0749,<10%,0-20%,36,2015
Fully Paid,755,759,532.00%,9.21,36 months,Source Verified,A,A1,Dec-2015,98000,credit_card,0,757,750+,0.0532,<10%,0-20%,36,2015
Current,695,699,1199.00%,23,60 months,Verified,C,C1,Dec-2015,67894,debt_consolidation,0,697,650-699,0.1199,10-15%,20-35%,60,2015
Fully Paid,675,679,1659.00%,21.96,36 months,Verified,D,D2,Dec-2015,50000,debt_consolidation,0,677,650-699,0.1659,15-20%,20-35%,36,2015
Fully Paid,675,679,1078.00%,30.98,36 months,Not Verified,B,B4,Dec-2015,55000,major_purchase,0,677,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,690,694,1399.00%,17.71,60 months,Verified,C,C4,Dec-2015,115000,debt_consolidation,0,692,650-699,0.1399,10-15%,0-20%,60,2015
Fully Paid,660,664,917.00%,16.93,36 months,Not Verified,B,B2,Dec-2015,45000,debt_consolidation,0,662,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,700,704,1344.00%,12.08,60 months,Source Verified,C,C3,Dec-2015,70000,home_improvement,0,702,700-749,0.1344,10-15%,0-20%,60,2015
Fully Paid,725,729,749.00%,24.85,36 months,Source Verified,A,A4,Dec-2015,90000,credit_card,0,727,700-749,0.0749,<10%,20-35%,36,2015
Current,745,749,849.00%,14.98,60 months,Not Verified,B,B1,Dec-2015,93000,debt_consolidation,0,747,700-749,0.0849,<10%,0-20%,60,2015
Fully Paid,695,699,1199.00%,6.82,36 months,Source Verified,C,C1,Dec-2015,25000,debt_consolidation,0,697,650-699,0.1199,10-15%,0-20%,36,2015
Current,705,709,917.00%,12.61,60 months,Source Verified,B,B2,Dec-2015,110000,car,0,707,700-749,0.0917,<10%,0-20%,60,2015
Charged Off,670,674,1849.00%,13.57,60 months,Verified,D,D5,Dec-2015,45000,debt_consolidation,1,672,650-699,0.1849,15-20%,0-20%,60,2015
Fully Paid,810,814,649.00%,16.45,36 months,Not Verified,A,A2,Dec-2015,106000,credit_card,0,812,750+,0.0649,<10%,0-20%,36,2015
Current,675,679,1989.00%,13.92,60 months,Verified,E,E3,Dec-2015,170000,debt_consolidation,0,677,650-699,0.1989,15-20%,0-20%,60,2015
Charged Off,660,664,1148.00%,36.81,36 months,Verified,B,B5,Dec-2015,105000,small_business,1,662,650-699,0.1148,10-15%,35-45%,36,2015
Fully Paid,660,664,1288.00%,4.3,36 months,Source Verified,C,C2,Dec-2015,240000,credit_card,0,662,650-699,0.1288,10-15%,0-20%,36,2015
Charged Off,660,664,1288.00%,34.58,36 months,Verified,C,C2,Dec-2015,89000,debt_consolidation,1,662,650-699,0.1288,10-15%,20-35%,36,2015
Fully Paid,705,709,1199.00%,19.27,36 months,Verified,C,C1,Dec-2015,60000,moving,0,707,700-749,0.1199,10-15%,0-20%,36,2015
Fully Paid,670,674,1399.00%,21.88,36 months,Verified,C,C4,Dec-2015,65000,debt_consolidation,0,672,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,675,679,1577.00%,25.55,36 months,Verified,D,D1,Dec-2015,101000,vacation,0,677,650-699,0.1577,15-20%,20-35%,36,2015
Fully Paid,665,669,1199.00%,12.48,36 months,Source Verified,C,C1,Dec-2015,50400,home_improvement,0,667,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,685,689,1577.00%,26.17,36 months,Source Verified,D,D1,Dec-2015,52000,debt_consolidation,0,687,650-699,0.1577,15-20%,20-35%,36,2015
Fully Paid,685,689,1148.00%,25.7,36 months,Verified,B,B5,Dec-2015,185000,debt_consolidation,0,687,650-699,0.1148,10-15%,20-35%,36,2015
Fully Paid,680,684,1148.00%,10.48,36 months,Source Verified,B,B5,Dec-2015,25200,debt_consolidation,0,682,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,765,769,749.00%,15.15,36 months,Source Verified,A,A4,Dec-2015,107000,car,0,767,750+,0.0749,<10%,0-20%,36,2015
Charged Off,700,704,980.00%,27.42,36 months,Verified,B,B3,Dec-2015,46000,debt_consolidation,1,702,700-749,0.098,<10%,20-35%,36,2015
Charged Off,665,669,1899.00%,23.81,60 months,Source Verified,E,E1,Dec-2015,113000,debt_consolidation,1,667,650-699,0.1899,15-20%,20-35%,60,2015
Fully Paid,680,684,1399.00%,19.85,36 months,Not Verified,C,C4,Dec-2015,50000,debt_consolidation,0,682,650-699,0.1399,10-15%,0-20%,36,2015
Current,685,689,1989.00%,21.98,60 months,Verified,E,E3,Dec-2015,76000,debt_consolidation,0,687,650-699,0.1989,15-20%,20-35%,60,2015
Fully Paid,670,674,1577.00%,28.35,36 months,Not Verified,D,D1,Dec-2015,105000,debt_consolidation,0,672,650-699,0.1577,15-20%,20-35%,36,2015
Charged Off,660,664,1078.00%,14.45,36 months,Source Verified,B,B4,Dec-2015,77000,credit_card,1,662,650-699,0.1078,10-15%,0-20%,36,2015
Current,690,694,1485.00%,22.62,60 months,Not Verified,C,C5,Dec-2015,73000,credit_card,0,692,650-699,0.1485,10-15%,20-35%,60,2015
Fully Paid,670,674,849.00%,27.87,36 months,Verified,B,B1,Dec-2015,125000,debt_consolidation,0,672,650-699,0.0849,<10%,20-35%,36,2015
Fully Paid,685,689,1078.00%,30.65,36 months,Not Verified,B,B4,Dec-2015,46000,debt_consolidation,0,687,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,710,714,980.00%,21.31,36 months,Verified,B,B3,Dec-2015,95000,debt_consolidation,0,712,700-749,0.098,<10%,20-35%,36,2015
Late (31-120 days),695,699,1485.00%,24.02,60 months,Not Verified,C,C5,Dec-2015,110000,debt_consolidation,1,697,650-699,0.1485,10-15%,20-35%,60,2015
Fully Paid,700,704,980.00%,22.42,36 months,Verified,B,B3,Dec-2015,173000,credit_card,0,702,700-749,0.098,<10%,20-35%,36,2015
Current,660,664,1577.00%,12.07,60 months,Not Verified,D,D1,Dec-2015,72219,debt_consolidation,0,662,650-699,0.1577,15-20%,0-20%,60,2015
Current,705,709,2245.00%,26.65,60 months,Verified,F,F1,Dec-2015,28600,major_purchase,0,707,700-749,0.2245,20%+,20-35%,60,2015
Current,765,769,1148.00%,5.67,60 months,Source Verified,B,B5,Dec-2015,80000,debt_consolidation,0,767,750+,0.1148,10-15%,0-20%,60,2015
Current,660,664,1989.00%,21.53,60 months,Not Verified,E,E3,Dec-2015,80000,debt_consolidation,0,662,650-699,0.1989,15-20%,20-35%,60,2015
Fully Paid,760,764,1148.00%,22.74,60 months,Not Verified,B,B5,Dec-2015,55000,credit_card,0,762,750+,0.1148,10-15%,20-35%,60,2015
Fully Paid,670,674,917.00%,6.31,36 months,Source Verified,B,B2,Dec-2015,105000,debt_consolidation,0,672,650-699,0.0917,<10%,0-20%,36,2015
Current,680,684,1849.00%,5.58,60 months,Not Verified,D,D5,Dec-2015,100000,debt_consolidation,0,682,650-699,0.1849,15-20%,0-20%,60,2015
Charged Off,690,694,1659.00%,13.27,36 months,Source Verified,D,D2,Dec-2015,51000,other,1,692,650-699,0.1659,15-20%,0-20%,36,2015
Fully Paid,670,674,1288.00%,16.49,36 months,Source Verified,C,C2,Dec-2015,65000,debt_consolidation,0,672,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,810,814,791.00%,14.34,60 months,Not Verified,A,A5,Dec-2015,93000,debt_consolidation,0,812,750+,0.0791,<10%,0-20%,60,2015
Current,665,669,1199.00%,10.58,60 months,Verified,C,C1,Dec-2015,43000,debt_consolidation,0,667,650-699,0.1199,10-15%,0-20%,60,2015
Fully Paid,665,669,1849.00%,18.48,36 months,Source Verified,D,D5,Dec-2015,137000,debt_consolidation,0,667,650-699,0.1849,15-20%,0-20%,36,2015
Fully Paid,685,689,1199.00%,28.69,36 months,Not Verified,C,C1,Dec-2015,63000,debt_consolidation,0,687,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,735,739,1399.00%,30.81,60 months,Not Verified,C,C4,Dec-2015,55000,debt_consolidation,0,737,700-749,0.1399,10-15%,20-35%,60,2015
Fully Paid,725,729,1199.00%,33.8,60 months,Source Verified,C,C1,Dec-2015,175000,debt_consolidation,0,727,700-749,0.1199,10-15%,20-35%,60,2015
Fully Paid,710,714,699.00%,24,36 months,Not Verified,A,A3,Dec-2015,85000,debt_consolidation,0,712,700-749,0.0699,<10%,20-35%,36,2015
Fully Paid,675,679,1344.00%,14.19,36 months,Source Verified,C,C3,Dec-2015,106000,credit_card,0,677,650-699,0.1344,10-15%,0-20%,36,2015
Fully Paid,685,689,1659.00%,23.73,36 months,Verified,D,D2,Dec-2015,124596,other,0,687,650-699,0.1659,15-20%,20-35%,36,2015
Current,725,729,1344.00%,24.68,60 months,Source Verified,C,C3,Dec-2015,60000,debt_consolidation,0,727,700-749,0.1344,10-15%,20-35%,60,2015
Fully Paid,720,724,532.00%,0.7,36 months,Source Verified,A,A1,Dec-2015,450000,major_purchase,0,722,700-749,0.0532,<10%,0-20%,36,2015
Fully Paid,755,759,1078.00%,19.26,60 months,Source Verified,B,B4,Dec-2015,89000,credit_card,0,757,750+,0.1078,10-15%,0-20%,60,2015
Current,685,689,1899.00%,20.52,60 months,Source Verified,E,E1,Dec-2015,104500,debt_consolidation,0,687,650-699,0.1899,15-20%,20-35%,60,2015
Charged Off,660,664,2050.00%,24.01,36 months,Not Verified,E,E4,Dec-2015,35000,debt_consolidation,1,662,650-699,0.205,20%+,20-35%,36,2015
Fully Paid,705,709,649.00%,14.63,36 months,Source Verified,A,A2,Dec-2015,108000,credit_card,0,707,700-749,0.0649,<10%,0-20%,36,2015
Fully Paid,735,739,917.00%,24.6,36 months,Not Verified,B,B2,Dec-2015,60000,debt_consolidation,0,737,700-749,0.0917,<10%,20-35%,36,2015
Fully Paid,695,699,980.00%,18.28,36 months,Source Verified,B,B3,Dec-2015,43000,debt_consolidation,0,697,650-699,0.098,<10%,0-20%,36,2015
Current,680,684,1797.00%,26.05,60 months,Source Verified,D,D4,Dec-2015,134000,debt_consolidation,0,682,650-699,0.1797,15-20%,20-35%,60,2015
Fully Paid,700,704,1948.00%,21.53,60 months,Source Verified,E,E2,Dec-2015,123000,debt_consolidation,0,702,700-749,0.1948,15-20%,20-35%,60,2015
Fully Paid,745,749,532.00%,14.06,36 months,Not Verified,A,A1,Dec-2015,118000,debt_consolidation,0,747,700-749,0.0532,<10%,0-20%,36,2015
Current,720,724,1078.00%,6.06,60 months,Not Verified,B,B4,Dec-2015,38000,car,0,722,700-749,0.1078,10-15%,0-20%,60,2015
Fully Paid,695,699,791.00%,11.78,36 months,Source Verified,A,A5,Dec-2015,38000,credit_card,0,697,650-699,0.0791,<10%,0-20%,36,2015
Fully Paid,670,674,1399.00%,11.11,36 months,Source Verified,C,C4,Dec-2015,85000,debt_consolidation,0,672,650-699,0.1399,10-15%,0-20%,36,2015
Charged Off,680,684,1899.00%,46.71,36 months,Verified,E,E1,Dec-2015,29524.32,debt_consolidation,1,682,650-699,0.1899,15-20%,45%+,36,2015
Fully Paid,660,664,1948.00%,7.04,36 months,Source Verified,E,E2,Dec-2015,240000,debt_consolidation,0,662,650-699,0.1948,15-20%,0-20%,36,2015
Fully Paid,715,719,917.00%,28.37,36 months,Not Verified,B,B2,Dec-2015,110000,credit_card,0,717,700-749,0.0917,<10%,20-35%,36,2015
Fully Paid,685,689,1078.00%,27.11,36 months,Verified,B,B4,Dec-2015,34000,debt_consolidation,0,687,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,700,704,1399.00%,26.9,60 months,Verified,C,C4,Dec-2015,65000,debt_consolidation,0,702,700-749,0.1399,10-15%,20-35%,60,2015
Fully Paid,675,679,1288.00%,8.29,60 months,Source Verified,C,C2,Dec-2015,186000,debt_consolidation,0,677,650-699,0.1288,10-15%,0-20%,60,2015
Current,680,684,1199.00%,19.04,60 months,Not Verified,C,C1,Dec-2015,101000,debt_consolidation,0,682,650-699,0.1199,10-15%,0-20%,60,2015
Fully Paid,680,684,1148.00%,14.89,36 months,Source Verified,B,B5,Dec-2015,90000,debt_consolidation,0,682,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,680,684,1659.00%,36.36,36 months,Source Verified,D,D2,Dec-2015,27500,debt_consolidation,0,682,650-699,0.1659,15-20%,35-45%,36,2015
Current,690,694,980.00%,7.39,60 months,Not Verified,B,B3,Dec-2015,45000,credit_card,0,692,650-699,0.098,<10%,0-20%,60,2015
Fully Paid,675,679,2424.00%,16.82,60 months,Source Verified,F,F3,Dec-2015,117000,debt_consolidation,0,677,650-699,0.2424,20%+,0-20%,60,2015
Fully Paid,670,674,1288.00%,6.68,36 months,Source Verified,C,C2,Dec-2015,65000,vacation,0,672,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,660,664,980.00%,30.79,36 months,Source Verified,B,B3,Dec-2015,91500,debt_consolidation,0,662,650-699,0.098,<10%,20-35%,36,2015
Fully Paid,665,669,917.00%,13.09,36 months,Source Verified,B,B2,Dec-2015,150000,debt_consolidation,0,667,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,745,749,532.00%,13.56,36 months,Not Verified,A,A1,Dec-2015,85000,debt_consolidation,0,747,700-749,0.0532,<10%,0-20%,36,2015
Current,690,694,1485.00%,20.92,60 months,Not Verified,C,C5,Dec-2015,33500,debt_consolidation,0,692,650-699,0.1485,10-15%,20-35%,60,2015
Fully Paid,695,699,917.00%,14.4,36 months,Not Verified,B,B2,Dec-2015,53000,debt_consolidation,0,697,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,670,674,980.00%,20.42,36 months,Verified,B,B3,Dec-2015,72701,credit_card,0,672,650-699,0.098,<10%,20-35%,36,2015
Fully Paid,685,689,1577.00%,11.66,60 months,Not Verified,D,D1,Dec-2015,150000,other,0,687,650-699,0.1577,15-20%,0-20%,60,2015
Fully Paid,680,684,1485.00%,31.44,36 months,Verified,C,C5,Dec-2015,37534.44,debt_consolidation,0,682,650-699,0.1485,10-15%,20-35%,36,2015
Current,680,684,1199.00%,9.07,60 months,Not Verified,C,C1,Dec-2015,97666.07,home_improvement,0,682,650-699,0.1199,10-15%,0-20%,60,2015
Current,700,704,917.00%,15.16,60 months,Not Verified,B,B2,Dec-2015,70000,credit_card,0,702,700-749,0.0917,<10%,0-20%,60,2015
Fully Paid,690,694,1148.00%,2.87,36 months,Source Verified,B,B5,Dec-2015,61983,debt_consolidation,0,692,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,675,679,1399.00%,17.49,36 months,Not Verified,C,C4,Dec-2015,63000,debt_consolidation,0,677,650-699,0.1399,10-15%,0-20%,36,2015
Fully Paid,695,699,1849.00%,14.65,60 months,Source Verified,D,D5,Dec-2015,160000,debt_consolidation,0,697,650-699,0.1849,15-20%,0-20%,60,2015
Fully Paid,680,684,849.00%,31.24,36 months,Verified,B,B1,Dec-2015,58000,debt_consolidation,0,682,650-699,0.0849,<10%,20-35%,36,2015
Fully Paid,705,709,532.00%,9.24,36 months,Not Verified,A,A1,Dec-2015,139000,credit_card,0,707,700-749,0.0532,<10%,0-20%,36,2015
Current,660,664,2606.00%,28.77,60 months,Verified,F,F5,Dec-2015,55000,debt_consolidation,0,662,650-699,0.2606,20%+,20-35%,60,2015
Fully Paid,720,724,917.00%,11.96,36 months,Not Verified,B,B2,Dec-2015,53000,debt_consolidation,0,722,700-749,0.0917,<10%,0-20%,36,2015
Fully Paid,725,729,649.00%,27.24,36 months,Source Verified,A,A2,Dec-2015,62000,credit_card,0,727,700-749,0.0649,<10%,20-35%,36,2015
Fully Paid,755,759,791.00%,21.19,36 months,Source Verified,A,A5,Dec-2015,29000,debt_consolidation,0,757,750+,0.0791,<10%,20-35%,36,2015
Current,760,764,1148.00%,6.63,60 months,Not Verified,B,B5,Dec-2015,65000,debt_consolidation,0,762,750+,0.1148,10-15%,0-20%,60,2015
Fully Paid,685,689,849.00%,19.44,36 months,Not Verified,B,B1,Dec-2015,75000,debt_consolidation,0,687,650-699,0.0849,<10%,0-20%,36,2015
Charged Off,740,744,1344.00%,28.73,36 months,Source Verified,C,C3,Dec-2015,50000,debt_consolidation,1,742,700-749,0.1344,10-15%,20-35%,36,2015
Fully Paid,775,779,749.00%,13.3,36 months,Not Verified,A,A4,Dec-2015,70000,home_improvement,0,777,750+,0.0749,<10%,0-20%,36,2015
Charged Off,670,674,980.00%,18.05,36 months,Not Verified,B,B3,Dec-2015,24000,credit_card,1,672,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,700,704,532.00%,8.56,36 months,Source Verified,A,A1,Dec-2015,135000,credit_card,0,702,700-749,0.0532,<10%,0-20%,36,2015
Fully Paid,705,709,1078.00%,26.24,36 months,Source Verified,B,B4,Dec-2015,75000,debt_consolidation,0,707,700-749,0.1078,10-15%,20-35%,36,2015
Fully Paid,715,719,699.00%,15.84,36 months,Source Verified,A,A3,Dec-2015,120000,debt_consolidation,0,717,700-749,0.0699,<10%,0-20%,36,2015
Current,770,774,849.00%,22.02,60 months,Verified,B,B1,Dec-2015,54000,debt_consolidation,0,772,750+,0.0849,<10%,20-35%,60,2015
Fully Paid,710,714,532.00%,3.86,36 months,Not Verified,A,A1,Dec-2015,75000,credit_card,0,712,700-749,0.0532,<10%,0-20%,36,2015
Current,670,674,1948.00%,17.54,60 months,Source Verified,E,E2,Dec-2015,116500,credit_card,0,672,650-699,0.1948,15-20%,0-20%,60,2015
Charged Off,670,674,980.00%,16.01,36 months,Verified,B,B3,Dec-2015,92000,credit_card,1,672,650-699,0.098,<10%,0-20%,36,2015
Current,715,719,849.00%,12.06,60 months,Not Verified,B,B1,Dec-2015,150000,debt_consolidation,0,717,700-749,0.0849,<10%,0-20%,60,2015
Fully Paid,715,719,649.00%,14.75,36 months,Not Verified,A,A2,Dec-2015,73000,credit_card,0,717,700-749,0.0649,<10%,0-20%,36,2015
Charged Off,745,749,1727.00%,7.57,36 months,Source Verified,D,D3,Dec-2015,58000,home_improvement,1,747,700-749,0.1727,15-20%,0-20%,36,2015
Fully Paid,705,709,917.00%,14.69,36 months,Source Verified,B,B2,Dec-2015,80000,debt_consolidation,0,707,700-749,0.0917,<10%,0-20%,36,2015
Fully Paid,740,744,532.00%,12.87,36 months,Verified,A,A1,Dec-2015,16968,credit_card,0,742,700-749,0.0532,<10%,0-20%,36,2015
Fully Paid,715,719,749.00%,6.92,36 months,Source Verified,A,A4,Dec-2015,108000,debt_consolidation,0,717,700-749,0.0749,<10%,0-20%,36,2015
Fully Paid,665,669,1078.00%,25.91,36 months,Not Verified,B,B4,Dec-2015,49000,debt_consolidation,0,667,650-699,0.1078,10-15%,20-35%,36,2015
Charged Off,670,674,1485.00%,39.21,36 months,Not Verified,C,C5,Dec-2015,52000,credit_card,1,672,650-699,0.1485,10-15%,35-45%,36,2015
Fully Paid,675,679,1288.00%,32.56,36 months,Source Verified,C,C2,Dec-2015,45000,debt_consolidation,0,677,650-699,0.1288,10-15%,20-35%,36,2015
Charged Off,730,734,1288.00%,17.38,36 months,Not Verified,C,C2,Dec-2015,65000,debt_consolidation,1,732,700-749,0.1288,10-15%,0-20%,36,2015
Charged Off,700,704,849.00%,6.42,60 months,Not Verified,B,B1,Dec-2015,120000,credit_card,1,702,700-749,0.0849,<10%,0-20%,60,2015
